car,price,body,mileage,engV,engType,registration,year,drive
Volkswagen,10600.0,Van,120,2.0,Diesel,yes,2007,Front
Honda,16777.0,Sedan,77,2.4,Petrol,yes,2011,Front
Mitsubishi,16900.0,Crossover,126,3.0,Gas,yes,2008,Full
BMW,8500.0,Other,265,2.8,Gas,yes,1998,Rear
Mitsubishi,7200.0,Sedan,83,1.6,Other,yes,2007,Front
Volkswagen,8599.0,Van,169,1.6,Diesel,yes,2011,Front
BMW,6400.0,Other,220,2.5,Petrol,yes,1997,Rear
Ford,6450.0,Hatch,150,1.4,Petrol,yes,2007,Front
Audi,3600.0,Sedan,374,2.5,Diesel,no,2001,Full
Chevrolet,5999.0,Sedan,121,1.6,Petrol,yes,2008,Front
Mazda,25000.0,Sedan,0,2.0,Other,yes,2016,Front
Ford,6450.0,Hatch,149,1.4,Petrol,yes,2007,Front
Land Rover,47500.0,Crossover,63,4.4,Diesel,yes,2012,Full
Subaru,10500.0,Sedan,125,2.0,Petrol,yes,2007,Full
BMW,28900.0,Sedan,78,2.0,Petrol,yes,2012,Rear
Toyota,15500.0,Crossover,165,2.7,Gas,yes,2005,Full
Nissan,15656.589,Crossover,0,1.6,Petrol,yes,2016,Front
Opel,6700.0,Sedan,335,2.5,Gas,yes,1998,Rear
Tesla,159600.0,Sedan,7,2.65,Other,yes,2016,Rear
Peugeot,6000.0,Sedan,171,2.0,Petrol,yes,2006,Front
Nissan,6700.0,Sedan,80,1.8,Petrol,yes,2003,Front
Lexus,15000.0,Sedan,147,2.5,Other,yes,2007,Rear
Nissan,16800.0,Crossover,70,2.0,Petrol,yes,2013,Unknown
Land Rover,99000.0,Crossover,50,4.4,Diesel,yes,2013,Full
Mercedes-Benz,6999.0,Sedan,288,3.2,Gas,yes,2001,Rear
Land Rover,52000.0,Crossover,70,4.4,Diesel,yes,2012,Full
Porsche,60000.0,Other,11,3.8,Petrol,yes,2010,Rear
Mercedes-Benz,72700.0,Van,42,2.2,Diesel,yes,2014,Full
Opel,4200.0,Sedan,290,2.0,Petrol,yes,1997,Rear
Mazda,6800.0,Hatch,208,2.0,Petrol,yes,2003,Front
Mercedes-Benz,13500.0,Sedan,317,5.0,Petrol,yes,2001,Rear
Volkswagen,11000.0,Vagon,210,1.9,Diesel,yes,2008,Front
Subaru,17000.0,Crossover,28,2.0,Petrol,yes,2010,Full
Toyota,39000.0,Crossover,88,4.5,Diesel,yes,2009,Full
Mercedes-Benz,53500.0,Crossover,46,5.5,Petrol,yes,2008,Full
Toyota,28999.0,Sedan,86,3.5,Petrol,yes,2013,Front
Honda,13700.0,Sedan,120,3.5,Petrol,yes,2008,Front
BMW,42000.0,Sedan,5,2.0,Petrol,yes,2016,Rear
Subaru,12200.0,Other,103,2.0,Diesel,yes,2009,Full
Hyundai,25600.0,Crossover,94,2.0,Diesel,yes,2013,Full
Volkswagen,12000.0,Sedan,186,3.2,Petrol,yes,2006,Full
Audi,2850.0,Vagon,280,2.5,Diesel,no,1999,Unknown
Subaru,9700.0,Crossover,230,2.5,Gas,yes,2006,Full
Chevrolet,8800.0,Sedan,110,1.6,Gas,yes,2013,Full
Volkswagen,8900.0,Other,180,1.9,Diesel,yes,2010,Front
Land Rover,169900.0,Crossover,0,4.4,Diesel,yes,2016,Full
BMW,75555.0,Sedan,30,4.4,Petrol,yes,2014,Full
Land Rover,95555.0,Crossover,60,4.4,Diesel,yes,2014,Full
BMW,42900.0,Sedan,2,2.0,Petrol,yes,2016,Rear
Opel,10950.0,Sedan,44,1.6,Gas,yes,2012,Front
Mazda,2800.0,Hatch,100,2.0,Petrol,yes,1992,Front
Land Rover,79450.0,Other,0,2.65,Diesel,yes,2016,Unknown
Subaru,8400.0,Sedan,170,3.0,Petrol,yes,2004,Full
Toyota,12900.0,Sedan,177,2.4,Gas,yes,2009,Front
Toyota,8900.0,Sedan,115,1.6,Petrol,yes,2008,Front
Ford,2500.0,Sedan,313,1.6,Petrol,yes,1993,Front
Renault,9500.0,Vagon,78,1.5,Diesel,yes,2014,Front
Opel,6800.0,Vagon,170,1.3,Diesel,yes,2006,Front
BMW,26999.0,Crossover,180,4.8,Gas,yes,2008,Full
Renault,7250.0,Van,83,2.65,Other,yes,2013,Unknown
Toyota,27700.0,Sedan,21,2.5,Petrol,yes,2015,Front
Subaru,29500.0,Crossover,0,2.5,Petrol,yes,2015,Full
Renault,5300.0,Van,145,1.5,Other,yes,2010,Front
Toyota,9100.0,Sedan,151,1.6,Gas,yes,2007,Front
Subaru,14300.0,Crossover,110,2.5,Petrol,yes,2008,Full
Ford,14999.0,Crossover,79,2.5,Petrol,yes,2013,Full
BMW,6500.0,Sedan,298,2.5,Petrol,yes,1998,Rear
Renault,6600.0,Van,134,1.5,Diesel,yes,2011,Front
Chevrolet,5450.0,Sedan,242,1.6,Gas,yes,2004,Front
Audi,23800.0,Crossover,205,4.2,Gas,yes,2007,Full
Toyota,20859.15,Crossover,1,2.0,Petrol,yes,2016,Front
Volkswagen,33700.0,Van,11,1.4,Petrol,yes,2016,Front
Volkswagen,13000.0,Sedan,140,2.0,Petrol,yes,2006,Front
Nissan,13300.0,Crossover,127,3.5,Gas,yes,2007,Full
Land Rover,44000.0,Crossover,99,5.0,Petrol,yes,2010,Full
Hyundai,39900.0,Crossover,0,2.2,Diesel,yes,2016,Full
Volkswagen,19000.0,Sedan,109,1.8,Petrol,yes,2012,Front
Ford,7200.0,Hatch,114,1.4,Gas,yes,2009,Front
Lexus,19999.0,Crossover,142,3.5,Gas,yes,2008,Full
Toyota,32000.0,Sedan,22,2.5,Petrol,yes,2015,Front
BMW,2200.0,Sedan,303,2.5,Diesel,no,1999,Rear
BMW,3100.0,Vagon,1,2.0,Diesel,no,2002,Rear
Toyota,35500.0,Crossover,165,4.0,Gas,yes,2011,Full
Kia,11200.0,Sedan,60,1.6,Petrol,yes,2012,Front
BMW,0.0,Crossover,5,3.0,Diesel,yes,2016,Full
Smart,8800.0,Other,26,1.0,Petrol,yes,2011,Rear
Mitsubishi,8000.0,Crossover,220,2.4,Gas,yes,2004,Full
Chevrolet,7800.0,Vagon,142,1.8,Gas,yes,2010,Front
Skoda,8500.0,Sedan,149,1.6,Gas,yes,2008,Front
Volkswagen,13499.0,Sedan,162,1.4,Petrol,yes,2012,Front
Smart,4200.0,Other,130,99.99,Petrol,yes,2002,Unknown
Volkswagen,11500.0,Other,189,2.0,Diesel,yes,2011,Front
Hyundai,37400.0,Crossover,0,2.2,Diesel,yes,2016,Full
Renault,10999.0,Van,207,2.0,Diesel,yes,2012,Front
Mercedes-Benz,3500.0,Van,395,2.3,Diesel,no,1997,Front
Peugeot,17895.15,Hatch,0,1.6,Diesel,yes,2016,Front
Honda,13950.0,Sedan,143,2.0,Petrol,yes,2008,Rear
Mercedes-Benz,43500.0,Sedan,59,4.6,Petrol,yes,2011,Full
Hyundai,18900.0,Crossover,145,2.0,Gas,yes,2011,Full
Chery,3500.0,Sedan,83,1.6,Petrol,yes,2008,Front
Lexus,0.0,Crossover,22,4.5,Diesel,yes,2016,Full
Bentley,85000.0,Other,20,6.0,Petrol,yes,2008,Full
BMW,0.0,Sedan,240,2.8,Gas,yes,1997,Rear
Volkswagen,23000.0,Sedan,75,2.0,Petrol,yes,2013,Unknown
Hyundai,10800.0,Crossover,142,2.0,Diesel,yes,2007,Full
Audi,4850.0,Sedan,270,2.6,Petrol,yes,1995,Front
Audi,16000.0,Sedan,250,2.0,Diesel,yes,2008,Unknown
Mercedes-Benz,7900.0,Other,206,2.2,Diesel,yes,2004,Rear
Infiniti,33800.0,Crossover,44,3.7,Petrol,yes,2012,Full
Ford,8900.0,Sedan,117,2.0,Petrol,yes,2008,Front
Honda,9850.0,Sedan,140,2.0,Petrol,yes,2006,Front
Nissan,14500.0,Crossover,151,2.5,Diesel,yes,2006,Full
BMW,13700.0,Crossover,270,4.6,Gas,yes,2004,Full
BMW,2900.0,Vagon,236,2.0,Diesel,no,2001,Rear
Volkswagen,8500.0,Other,200,1.6,Diesel,yes,2011,Front
Mazda,13500.0,Crossover,69,2.65,Petrol,yes,2008,Full
Honda,4800.0,Sedan,1,1.6,Petrol,yes,1999,Front
Mercedes-Benz,13600.0,Van,190,2.2,Diesel,yes,2009,Rear
Nissan,12300.0,Sedan,115,2.5,Petrol,yes,2009,Front
Smart,2300.0,Hatch,91,0.6,Petrol,no,2002,Rear
Lexus,74777.0,Crossover,63,5.7,Gas,yes,2012,Full
Honda,14700.0,Sedan,93,2.0,Petrol,yes,2009,Unknown
Mitsubishi,9500.0,Crossover,225,2.4,Gas,yes,2004,Full
Daewoo,3650.0,Sedan,64,1.4,Petrol,yes,2008,Front
Hyundai,16300.0,Crossover,125,2.7,Gas,yes,2007,Full
Ford,12000.0,Hatch,44,1.0,Petrol,yes,2013,Front
Toyota,3700.0,Hatch,282,1.4,Petrol,yes,1995,Front
Hyundai,10800.0,Crossover,106,2.0,Gas,yes,2007,Full
BMW,10999.0,Sedan,225,3.0,Diesel,yes,2003,Rear
Mercedes-Benz,0.0,Crossover,63,5.5,Petrol,yes,2011,Full
Land Rover,85900.0,Crossover,60,3.0,Diesel,yes,2013,Full
Land Rover,39900.0,Crossover,120,5.0,Petrol,yes,2012,Full
Renault,7899.0,Van,129,1.5,Other,yes,2014,Front
Toyota,11700.0,Sedan,131,2.4,Petrol,yes,2007,Front
Volkswagen,14500.0,Sedan,1,1.6,Other,yes,2016,Front
Mercedes-Benz,15300.0,Other,120,2.6,Petrol,yes,2004,Rear
Mercedes-Benz,35500.0,Crossover,99,5.0,Gas,yes,2005,Full
BMW,6500.0,Sedan,335,2.8,Petrol,yes,1996,Rear
Mercedes-Benz,44000.0,Other,82,5.5,Petrol,yes,2010,Full
Mercedes-Benz,12000.0,Van,177,2.65,Diesel,yes,2013,Rear
Ford,10400.0,Hatch,45,1.0,Petrol,yes,2013,Front
VAZ,0.0,Sedan,13,1.6,Petrol,yes,2012,Front
Nissan,18000.0,Hatch,45,2.65,Other,yes,2013,Front
Nissan,12500.0,Crossover,107,2.0,Gas,yes,2008,Full
BMW,32500.0,Crossover,152,3.0,Diesel,yes,2008,Full
Toyota,24000.0,Crossover,73,4.0,Petrol,yes,2008,Full
Audi,29602.95,Sedan,1,1.4,Petrol,yes,2016,Front
Volkswagen,13500.0,Van,124,2.0,Diesel,yes,2013,Front
Toyota,15500.0,Crossover,146,2.4,Gas,yes,2008,Full
BMW,15000.0,Other,205,2.65,Petrol,yes,2004,Rear
Volvo,23880.0,Sedan,127,3.0,Petrol,yes,2011,Full
BMW,13900.0,Crossover,184,3.0,Gas,yes,2004,Full
Nissan,15500.0,Hatch,41,2.65,Other,yes,2014,Full
Mercedes-Benz,250000.0,Other,6,5.5,Petrol,yes,2016,Full
Nissan,15000.0,Hatch,22,2.65,Other,yes,2014,Front
Toyota,19800.0,Crossover,252,4.2,Diesel,yes,2002,Full
Mercedes-Benz,249999.0,Other,3,5.5,Petrol,yes,2016,Full
Porsche,18500.0,Crossover,200,3.2,Gas,yes,2005,Full
Subaru,10900.0,Crossover,160,3.0,Petrol,yes,2006,Full
Volkswagen,0.0,Van,146,2.5,Diesel,yes,2009,Full
Bentley,55555.0,Other,45,6.0,Petrol,yes,2005,Full
VAZ,3300.0,Sedan,200,1.5,Gas,yes,2004,Front
BMW,11400.0,Sedan,206,3.0,Petrol,yes,2003,Rear
Ford,10066.485,Hatch,1,1.25,Petrol,yes,2015,Front
Toyota,20800.0,Sedan,49,3.5,Petrol,yes,2011,Front
Renault,6300.0,Van,73,1.5,Diesel,yes,2008,Front
Mitsubishi,2600.0,Other,200,2.4,Petrol,no,2002,Front
Hyundai,21166.665,Sedan,0,1.8,Petrol,yes,2015,Front
SsangYong,11400.0,Crossover,153,2.65,Diesel,yes,2010,Full
Toyota,18400.0,Crossover,160,4.7,Gas,yes,2003,Full
Chevrolet,6700.0,Hatch,88,1.6,Petrol,yes,2009,Unknown
Volkswagen,51900.0,Crossover,30,3.0,Diesel,yes,2015,Full
Toyota,8300.0,Sedan,140,3.0,Petrol,yes,2002,Unknown
Hyundai,11200.0,Crossover,78,2.0,Petrol,yes,2009,Full
Audi,20500.0,Sedan,155,3.0,Petrol,yes,2010,Full
Hyundai,13800.0,Other,57,1.6,Petrol,yes,2012,Front
Mercedes-Benz,16800.0,Other,266,3.0,Diesel,yes,2007,Rear
Volkswagen,37900.0,Crossover,73,3.0,Diesel,yes,2012,Full
Volkswagen,8700.0,Other,520,2.5,Diesel,yes,1999,Front
Mercedes-Benz,15200.0,Sedan,195,3.0,Diesel,yes,2007,Rear
Audi,2650.0,Vagon,270,2.5,Diesel,no,2001,Front
Toyota,14500.0,Sedan,127,2.4,Gas,yes,2008,Front
Ford,5700.0,Hatch,190,1.2,Petrol,yes,2008,Front
BMW,13500.0,Sedan,233,3.0,Diesel,yes,2003,Rear
Mercedes-Benz,31900.0,Sedan,97,2.2,Diesel,yes,2011,Rear
Mazda,0.0,Sedan,350,2.0,Other,yes,2003,Unknown
Mercedes-Benz,11800.0,Sedan,167,3.2,Diesel,yes,2003,Rear
Audi,6399.0,Vagon,230,2.5,Diesel,yes,1999,Front
Skoda,8800.0,Sedan,140,1.8,Petrol,yes,2007,Front
Audi,3800.0,Sedan,270,2.5,Diesel,no,2000,Front
Mercedes-Benz,3550.0,Sedan,274,3.2,Diesel,no,2002,Unknown
Mercedes-Benz,39900.0,Crossover,127,5.5,Petrol,yes,2010,Full
Volvo,10200.0,Sedan,143,2.4,Other,yes,2006,Front
Mitsubishi,11700.0,Crossover,197,3.0,Gas,yes,2006,Full
Ford,1250.0,Hatch,250,2.0,Petrol,yes,1986,Rear
Volkswagen,20600.0,Sedan,107,1.8,Petrol,yes,2012,Front
Mercedes-Benz,9200.0,Sedan,172,2.8,Petrol,yes,1997,Rear
Mercedes-Benz,26800.0,Vagon,160,2.2,Diesel,yes,2014,Rear
Land Rover,26700.0,Crossover,171,3.6,Diesel,yes,2008,Full
Volkswagen,25999.0,Sedan,60,1.8,Petrol,yes,2014,Front
Volkswagen,7600.0,Van,158,2.0,Diesel,yes,2009,Front
Hyundai,9300.0,Sedan,90,1.6,Petrol,yes,2011,Front
Mercedes-Benz,140000.0,Crossover,88,5.46,Petrol,yes,2013,Full
Skoda,5200.0,Vagon,175,1.4,Petrol,yes,2004,Front
Ford,19000.0,Sedan,21,2.0,Petrol,yes,2012,Front
BMW,21500.0,Other,72,3.0,Petrol,yes,2007,Rear
Toyota,24800.0,Crossover,90,4.0,Petrol,yes,2008,Full
Mercedes-Benz,46700.0,Sedan,115,5.5,Petrol,yes,2011,Full
Subaru,9999.0,Sedan,76,2.0,Petrol,yes,2008,Full
Ford,19500.0,Hatch,35,2.3,Petrol,yes,2013,Front
BMW,86999.0,Crossover,0,3.0,Diesel,yes,2016,Full
Toyota,37600.0,Crossover,126,4.7,Petrol,yes,2008,Full
Kia,18700.0,Other,87,2.2,Diesel,yes,2010,Full
BMW,2450.0,Sedan,328,2.5,Diesel,no,1996,Rear
Fiat,7800.0,Van,1,2.65,Diesel,yes,2010,Unknown
Skoda,12300.0,Other,102,1.8,Petrol,yes,2010,Front
Volkswagen,19900.0,Other,112,2.0,Petrol,yes,2012,Front
Porsche,16900.0,Crossover,120,3.2,Petrol,yes,2005,Full
Volkswagen,20900.0,Sedan,82,2.0,Diesel,yes,2012,Front
Hyundai,10500.0,Crossover,120,2.7,Petrol,yes,2006,Full
BMW,17900.0,Other,98,3.0,Petrol,yes,2007,Rear
Toyota,19000.0,Crossover,263,4.2,Diesel,yes,2001,Full
Audi,55000.0,Crossover,65,2.99,Diesel,yes,2013,Full
Mercedes-Benz,124999.0,Crossover,0,3.0,Diesel,yes,2016,Full
Bentley,222222.0,Other,0,6.0,Petrol,yes,2015,Full
Renault,7499.0,Van,123,1.5,Diesel,yes,2009,Front
Volkswagen,6500.0,Vagon,101,2.0,Diesel,yes,2011,Front
Honda,10999.0,Sedan,130,1.8,Petrol,yes,2007,Front
Subaru,13000.0,Crossover,110,3.0,Petrol,yes,2006,Full
Volkswagen,0.0,Van,207,2.0,Diesel,yes,2012,Front
Hyundai,28888.0,Crossover,20,2.2,Diesel,yes,2013,Full
Volkswagen,0.0,Van,239,2.0,Diesel,yes,2012,Front
Mercedes-Benz,21000.0,Crossover,135,3.5,Petrol,yes,2007,Full
Mercedes-Benz,39900.0,Sedan,29,6.3,Petrol,yes,2007,Rear
Mercedes-Benz,11000.0,Sedan,319,2.2,Diesel,yes,2003,Rear
Volkswagen,10600.0,Van,153,1.6,Diesel,yes,2012,Unknown
Mercedes-Benz,12700.0,Van,160,3.0,Diesel,yes,2007,Rear
Nissan,15861.0,Hatch,29,2.65,Other,yes,2014,Front
Renault,6400.0,Van,136,1.5,Diesel,yes,2012,Front
Chevrolet,4450.0,Crossover,164,1.7,Other,yes,2006,Full
Skoda,3300.0,Sedan,234,1.8,Petrol,no,2002,Front
Renault,2700.0,Other,160,2.0,Petrol,no,2001,Front
Toyota,16000.0,Crossover,250,4.7,Gas,yes,2001,Full
Audi,0.0,Crossover,1,3.0,Diesel,yes,2016,Full
Opel,12800.0,Van,190,1.7,Diesel,yes,2011,Front
Hyundai,27768.975,Crossover,1,2.2,Diesel,yes,2015,Front
Toyota,37500.0,Crossover,115,5.7,Petrol,yes,2008,Full
Nissan,21303.75,Crossover,1,2.0,Petrol,yes,2015,Front
BMW,39600.0,Crossover,98,3.0,Petrol,yes,2011,Full
Ford,0.0,Sedan,200,2.5,Diesel,yes,1996,Rear
Nissan,14673.0,Hatch,34,2.65,Other,yes,2013,Front
Kia,19600.0,Crossover,80,2.0,Gas,yes,2013,Full
Chevrolet,8900.0,Sedan,58,2.0,Petrol,yes,2012,Front
BMW,30500.0,Sedan,630,2.65,Petrol,yes,2010,Rear
BMW,29500.0,Sedan,850,2.65,Petrol,yes,2011,Rear
Nissan,14500.0,Crossover,740,2.0,Petrol,yes,2008,Full
VAZ,3350.0,Sedan,154,1.6,Gas,yes,2008,Front
Hyundai,11999.0,Sedan,162,2.2,Diesel,yes,2006,Full
Chevrolet,4999.0,Sedan,135,1.5,Gas,yes,2008,Front
Volkswagen,2450.0,Sedan,200,1.3,Gas,yes,1991,Front
Toyota,11999.0,Sedan,139,3.5,Petrol,yes,2008,Front
Hyundai,9500.0,Crossover,87,2.0,Gas,yes,2008,Unknown
Mercedes-Benz,39900.0,Sedan,84,5.5,Petrol,yes,2011,Full
Nissan,14246.0,Hatch,42,2.65,Other,yes,2013,Front
Chevrolet,6300.0,Hatch,81,1.6,Petrol,yes,2009,Front
Volkswagen,12000.0,Van,196,2.0,Diesel,yes,2011,Front
BMW,33000.0,Sedan,147,3.0,Diesel,yes,2009,Rear
Hyundai,15999.0,Crossover,87,2.4,Gas,yes,2011,Full
Skoda,15800.0,Sedan,39,1.8,Petrol,yes,2013,Front
Skoda,3400.0,Hatch,220,1.9,Diesel,no,2002,Front
BMW,49900.0,Other,82,3.0,Petrol,yes,2012,Rear
Hyundai,12333.0,Crossover,78,2.0,Petrol,yes,2009,Full
Skoda,15500.0,Vagon,112,1.8,Petrol,yes,2011,Front
Volkswagen,9200.0,Sedan,195,2.0,Petrol,yes,2006,Front
Skoda,9100.0,Sedan,170,1.6,Petrol,yes,2007,Front
Ford,15999.0,Sedan,67,2.0,Petrol,yes,2011,Front
Nissan,11800.0,Crossover,140,2.0,Petrol,yes,2009,Full
Volkswagen,3000.0,Sedan,240,1.8,Petrol,yes,1991,Front
Porsche,79900.0,Sedan,29,3.0,Petrol,yes,2014,Full
Chevrolet,5200.0,Sedan,11,2.65,Petrol,yes,2007,Front
Volkswagen,10800.0,Other,146,1.6,Diesel,yes,2012,Front
BMW,16800.0,Crossover,250,3.0,Diesel,yes,2004,Full
Land Rover,19500.0,Crossover,169,4.2,Gas,yes,2007,Full
Opel,15500.0,Van,180,2.0,Diesel,yes,2010,Front
VAZ,2900.0,Sedan,84,1.6,Petrol,yes,2007,Front
Skoda,17900.0,Sedan,57,1.4,Petrol,yes,2012,Front
BMW,23999.0,Crossover,194,3.0,Petrol,yes,2007,Full
Nissan,115916.4825,Other,1,3.8,Petrol,yes,2016,Full
Mercedes-Benz,69900.0,Sedan,76,6.0,Petrol,yes,2010,Rear
VAZ,3600.0,Sedan,35,1.5,Petrol,yes,2009,Rear
Opel,7500.0,Sedan,107,1.4,Petrol,yes,2007,Front
Skoda,12300.0,Sedan,102,1.6,Petrol,yes,2012,Front
Hyundai,10200.0,Sedan,59,1.4,Petrol,yes,2012,Front
Nissan,15658.0,Hatch,49,2.65,Other,yes,2013,Front
Hyundai,9550.0,Crossover,138,2.0,Gas,yes,2007,Front
Volkswagen,9850.0,Van,126,2.0,Diesel,yes,2012,Front
Opel,1850.0,Hatch,316,2.0,Diesel,no,1999,Front
Volkswagen,19500.0,Sedan,128,1.8,Petrol,yes,2013,Front
Honda,5200.0,Other,200,1.7,Gas,yes,2002,Front
Honda,4000.0,Hatch,260,1.5,Petrol,yes,1999,Front
Mercedes-Benz,29000.0,Crossover,139,3.5,Gas,yes,2009,Full
Volkswagen,15000.0,Other,280,2.8,Diesel,yes,2006,Rear
Toyota,10700.0,Sedan,57,1.3,Petrol,yes,2010,Front
Renault,0.0,Van,159,1.5,Diesel,yes,2011,Front
Audi,0.0,Crossover,65,2.99,Diesel,yes,2013,Full
Porsche,51000.0,Crossover,52,3.0,Diesel,yes,2013,Full
Toyota,33715.5,Crossover,1,2.7,Petrol,yes,2015,Full
Ford,13000.0,Other,200,4.6,Gas,yes,1994,Rear
Toyota,164500.0,Crossover,0,4.5,Diesel,yes,2015,Full
Volkswagen,0.0,Van,124,1.6,Diesel,yes,2013,Front
Mitsubishi,18700.0,Crossover,97,3.2,Diesel,yes,2009,Full
Nissan,94500.0,Other,18,3.8,Petrol,yes,2014,Full
Audi,16999.0,Vagon,140,4.2,Petrol,yes,2007,Full
Land Rover,92000.0,Crossover,0,5.0,Petrol,yes,2015,Full
Volkswagen,0.0,Other,142,2.5,Diesel,yes,2007,Full
Mitsubishi,5900.0,Sedan,170,1.6,Petrol,yes,2007,Front
ZAZ,5950.0,Hatch,12,1.5,Petrol,yes,2015,Front
Nissan,19800.0,Hatch,33,2.65,Other,yes,2014,Front
Nissan,15444.0,Hatch,61,2.65,Other,yes,2013,Front
Hyundai,14900.0,Sedan,74,2.4,Gas,yes,2012,Front
Nissan,12850.0,Hatch,30,2.65,Other,yes,2011,Front
Mitsubishi,9300.0,Sedan,95,2.0,Petrol,yes,2008,Front
Toyota,19500.0,Crossover,150,4.0,Petrol,yes,2005,Full
Citroen,19000.0,Sedan,123,1.6,Petrol,yes,2013,Front
Lexus,43800.0,Crossover,85,5.7,Gas,yes,2009,Full
Mercedes-Benz,32000.0,Crossover,96,3.5,Petrol,yes,2010,Full
Toyota,10500.0,Sedan,185,1.6,Petrol,yes,2008,Front
Hyundai,33500.0,Sedan,0,2.4,Petrol,yes,2016,Front
Opel,4600.0,Vagon,180,1.6,Petrol,yes,2000,Front
Chevrolet,5200.0,Sedan,126,1.5,Gas,yes,2007,Front
Lexus,54500.0,Crossover,118,5.7,Petrol,yes,2010,Full
Renault,2150.0,Vagon,199,1.9,Diesel,no,2003,Front
BMW,1650.0,Sedan,270,1.8,Petrol,no,1995,Rear
BMW,3150.0,Sedan,200,2.0,Diesel,no,1999,Rear
Mercedes-Benz,45555.0,Sedan,42,3.0,Diesel,yes,2011,Rear
Volkswagen,16000.0,Crossover,90,2.0,Petrol,yes,2011,Full
Hyundai,21900.0,Sedan,110,3.0,Petrol,yes,2012,Front
Volkswagen,9555.0,Van,152,1.6,Diesel,yes,2012,Front
Volkswagen,10777.0,Van,157,1.6,Diesel,yes,2012,Front
Toyota,0.0,Crossover,1,4.5,Diesel,yes,2016,Full
Volkswagen,11000.0,Vagon,171,1.9,Diesel,yes,2009,Front
Audi,0.0,Vagon,0,3.0,Diesel,yes,2016,Full
Nissan,94900.0,Other,18,3.8,Petrol,yes,2013,Full
Volkswagen,12700.0,Hatch,156,1.6,Diesel,yes,2011,Front
Daewoo,2750.0,Sedan,147,1.3,Petrol,yes,2003,Front
BMW,99999.0,Other,0,3.0,Petrol,yes,2016,Full
VAZ,3100.0,Sedan,160,1.5,Petrol,yes,2006,Front
Renault,4200.0,Sedan,310,1.4,Petrol,yes,2003,Front
Volkswagen,17777.0,Van,250,2.0,Diesel,yes,2010,Full
Mercedes-Benz,3799.0,Sedan,210,2.0,Petrol,yes,1995,Rear
Nissan,16238.0,Hatch,27,2.65,Other,yes,2013,Front
Mercedes-Benz,114999.0,Crossover,0,3.0,Diesel,yes,2016,Full
Ford,3050.0,Sedan,260,1.6,Gas,yes,1994,Front
Dodge,16000.0,Other,138,5.7,Gas,yes,2006,Full
Mercedes-Benz,14600.0,Van,217,2.2,Diesel,yes,2012,Rear
Audi,7750.0,Sedan,259,3.0,Diesel,no,2005,Full
BMW,16500.0,Other,122,2.2,Petrol,yes,2005,Rear
BMW,12600.0,Sedan,219,3.6,Petrol,yes,2002,Rear
Lexus,26900.0,Crossover,161,4.7,Petrol,yes,2006,Full
BMW,3100.0,Sedan,315,2.5,Diesel,no,1998,Rear
Hyundai,20300.0,Crossover,67,2.0,Diesel,yes,2012,Full
Hyundai,20300.0,Crossover,55,2.0,Diesel,yes,2012,Full
Suzuki,10999.0,Crossover,128,2.0,Gas,yes,2007,Full
Renault,5900.0,Van,250,1.9,Diesel,yes,2005,Front
Lexus,15300.0,Sedan,107,2.5,Petrol,yes,2007,Rear
Nissan,18888.0,Crossover,116,5.6,Gas,yes,2007,Full
VAZ,5450.0,Sedan,67,1.6,Petrol,yes,2013,Front
Nissan,27694.134,Crossover,1,1.6,Diesel,yes,2016,Front
Fiat,4300.0,Van,196,1.3,Diesel,yes,2004,Unknown
Volkswagen,8999.0,Vagon,161,2.0,Diesel,yes,2008,Front
BMW,20500.0,Crossover,73,2.0,Petrol,yes,2011,Rear
Toyota,11800.0,Sedan,189,2.4,Gas,yes,2007,Front
Volkswagen,12800.0,Vagon,167,1.6,Diesel,yes,2011,Front
VAZ,3350.0,Hatch,190,1.6,Gas,yes,2008,Front
Subaru,12000.0,Crossover,135,2.5,Petrol,yes,2008,Full
Mercedes-Benz,24500.0,Sedan,222,5.5,Petrol,yes,2005,Rear
Kia,7850.0,Hatch,87,1.6,Petrol,yes,2008,Front
BMW,5000.0,Sedan,400,2.5,Petrol,yes,1991,Rear
Lexus,16999.0,Sedan,149,3.5,Petrol,yes,2007,Full
Mazda,21340.8,Sedan,1,2.0,Petrol,yes,2015,Front
Audi,25500.0,Vagon,181,3.0,Petrol,yes,2009,Full
Nissan,25000.0,Hatch,2,2.65,Other,yes,2015,Front
BMW,8200.0,Sedan,210,3.5,Petrol,yes,1999,Rear
Mercedes-Benz,11200.0,Sedan,280,2.2,Diesel,yes,2005,Rear
Ford,7200.0,Hatch,163,1.6,Petrol,yes,2005,Front
Lexus,115500.0,Crossover,2,4.5,Diesel,yes,2016,Full
Mazda,12000.0,Sedan,70,2.0,Petrol,yes,2008,Front
BMW,37000.0,Sedan,130,3.0,Petrol,yes,2011,Full
Toyota,16800.0,Crossover,165,2.7,Petrol,yes,2005,Full
Nissan,15000.0,Crossover,23,2.0,Petrol,yes,2010,Front
Nissan,16700.0,Hatch,39,2.65,Other,yes,2015,Front
BMW,3300.0,Sedan,250,3.0,Diesel,no,2000,Rear
Porsche,23999.0,Crossover,119,4.8,Petrol,yes,2008,Full
Fiat,6300.0,Van,217,1.9,Diesel,yes,2005,Front
Honda,14200.0,Other,130,2.4,Petrol,yes,2009,Front
Dodge,24500.0,Other,73,8.3,Petrol,yes,2005,Rear
Lexus,37000.0,Sedan,64,4.6,Petrol,yes,2010,Full
